Heading,Vas/GLMS Result,Question,Low Anchor, High Anchor, Low Value, High Value
Vas,0.0,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0.0,100.0
Vas,0.0,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0.0,100.0
Vas,0.0,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0.0,100.0
Vas,0.0,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,66.33858267716535,Think of listening to a heavy metal song with headphones on maximum volume.
GLMS ,38.58267716535432,Think of staring directly at the sun through binoculars
Vas,0.0,How hungry are you right now?,Not at all hungry,Extremely hungry,0.0,100.0
Vas,67.39130434782608,How full are you right now?,Not at all full,Extremely full,0.0,100.0
Vas,0.0,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0.0,100.0
Vas,19.221967963386724,How happy are you right now?,Not at all happy,Extremely happy,0.0,100.0
Vas,0.0,How anxious are you right now?,Not at all anxious,Extremely anxious,0.0,100.0
Vas,0.0,How tired are you right now?,Not at all tired,Extremely tired,0.0,100.0
Vas,0.0,How much do you like Sample 667?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,69.68503937007874,How sweet is Sample 667?
GLMS ,51.18110386405404,How bitter is Sample 667?
GLMS ,74.21259842519686,How sour is Sample 667?
GLMS ,0.0,How salty is Sample 667?
Vas,0.0,How much do you like Sample 312?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 312?
GLMS ,0.0,How bitter is Sample 312?
GLMS ,0.0,How sour is Sample 312?
GLMS ,0.0,How salty is Sample 312?
Vas,0.0,How much do you like Sample 265?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 265?
GLMS ,0.0,How bitter is Sample 265?
GLMS ,0.0,How sour is Sample 265?
GLMS ,0.0,How salty is Sample 265?
Vas,0.0,How much do you like Sample 720?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 720?
GLMS ,0.0,How bitter is Sample 720?
GLMS ,0.0,How sour is Sample 720?
GLMS ,0.0,How salty is Sample 720?
