Heading,Vas/GLMS Result,Question,Low Anchor, High Anchor, Low Value, High Value
Vas,59.496566687350416,How hungry are you right now?,Extremely hungry,Not at all hungry,0.0,100.0
Vas,100.0,How full are you right now?,Extremely full,Not at all full,0.0,100.0
Vas,0.0,How thirsty are you right now?,Extremely thirsty,Not at all thirsty,0.0,100.0
Vas,0.0,How happy are you right now?,Extremely happy,Not at all happy,0.0,100.0
Vas,0.0,How anxious are you right now?,Extremely anxious,Not at all anxious,0.0,100.0
Vas,0.0,How tired are you right now?,Extremely tired,Not at all tired,0.0,100.0
Vas,0.0,How much do you like Sample 667?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 667?
GLMS ,0.0,How bitter is Sample 667?
GLMS ,0.0,How sour is Sample 667?
GLMS ,0.0,How salty is Sample 667?
Vas,0.0,How much do you like Sample 312?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 312?
GLMS ,0.0,How bitter is Sample 312?
GLMS ,0.0,How sour is Sample 312?
GLMS ,0.0,How salty is Sample 312?
Vas,0.0,How much do you like Sample 265?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 265?
GLMS ,0.0,How bitter is Sample 265?
GLMS ,0.0,How sour is Sample 265?
GLMS ,0.0,How salty is Sample 265?
Vas,0.0,How much do you like Sample 720?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,0.0,How sweet is Sample 720?
GLMS ,0.0,How bitter is Sample 720?
GLMS ,0.0,How sour is Sample 720?
GLMS ,0.0,How salty is Sample 720?
