Heading,Vas/GLMS Result,Question,Low Anchor, High Anchor, Low Value, High Value
Vas,41.566265060240966,Think about walking in the rain. How much do you like walking in the rain?,Dislike extremely,Like extremely,0.0,100.0
Vas,72.13855421686746,Think about watching your favourite movie. How much do you like watching your favourite movie?,Dislike extremely,Like extremely,0.0,100.0
Vas,38.55421686746988,Think about a warm fire on a cold day. How much do you like a warm fire on a cold day?,Dislike extremely,Like extremely,0.0,100.0
Vas,78.01204819277109,Think about the sound of a car alarm. How much do you like the sound of a car alarm?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,90.39039039039038,Think of listening to a heavy metal song with headphones on maximum volume.
GLMS ,23.42342342342343,Think of staring directly at the sun through binoculars
Vas,85.2409638554217,How hungry are you right now?,Not at all hungry,Extremely hungry,0.0,100.0
Vas,45.48192771084337,How full are you right now?,Not at all full,Extremely full,0.0,100.0
Vas,29.367469879518072,How thirsty are you right now?,Not at all thirsty,Extremely thirsty,0.0,100.0
Vas,80.42168674698796,How happy are you right now?,Not at all happy,Extremely happy,0.0,100.0
Vas,40.36144578313253,How anxious are you right now?,Not at all anxious,Extremely anxious,0.0,100.0
Vas,86.29518072289156,How tired are you right now?,Not at all tired,Extremely tired,0.0,100.0
Vas,89.90963855421687,How much do you like Sample 667?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,75.07507507507508,How sweet is Sample 667?
GLMS ,58.858858858858866,How bitter is Sample 667?
GLMS ,28.228228228228225,How sour is Sample 667?
GLMS ,85.88588588588588,How salty is Sample 667?
Vas,83.8855421686747,How much do you like Sample 312?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,25.525525525525527,How sweet is Sample 312?
GLMS ,56.45645645645645,How bitter is Sample 312?
GLMS ,71.17117117117118,How sour is Sample 312?
GLMS ,24.024024024024026,How salty is Sample 312?
Vas,79.51807228915662,How much do you like Sample 265?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,83.78378378378379,How sweet is Sample 265?
GLMS ,91.29129129129129,How bitter is Sample 265?
GLMS ,26.42642642642643,How sour is Sample 265?
GLMS ,56.45645645645645,How salty is Sample 265?
Vas,75.30120481927712,How much do you like Sample 720?,Dislike extremely,Like extremely,0.0,100.0
GLMS ,36.03603603603604,How sweet is Sample 720?
GLMS ,0.0,How bitter is Sample 720?
GLMS ,84.08408408408408,How sour is Sample 720?
GLMS ,27.627627627627625,How salty is Sample 720?
